359,0,0,26,10000,28,2
359,13,3,28,10000,34,0
360,0,0,43,0,21,2
360,13,3,30,0,7,0
360,15,3,22,10000,29,0
360,3,0,29,10000,29,2
361,15,3,17,0,8,0
361,3,0,43,0,16,2
362,12,3,22,10000,30,0
362,1,0,24,10000,30,2
363,12,3,37,0,8,0
363,1,0,44,0,12,2
364,14,3,33,10000,34,0
365,14,3,23,0,7,0
366,2,0,27,10000,29,2
367,2,0,44,0,25,2
839,4,1,26,10000,34,0
839,16,4,28,10000,33,0
840,4,1,44,0,25,0
840,16,4,30,0,8,0
840,19,4,26,10000,31,0
840,13,3,30,0,7,0
840,0,0,43,0,21,2
841,19,4,17,0,7,0
841,13,3,29,0,30,0
841,0,0,29,0,31,2
841,15,3,17,0,8,0
842,13,3,29,10000,30,0
842,0,0,29,10000,31,2
842,15,3,26,0,33,0
842,7,1,22,10000,29,0
842,5,1,33,10000,30,0
842,3,0,43,0,16,2
843,15,3,26,10000,33,0
843,7,1,42,0,21,0
843,5,1,44,0,17,0
843,3,0,24,0,31,2
843,18,4,24,10000,29,0
843,12,3,37,0,8,0
843,1,0,44,0,12,2
844,3,0,24,10000,31,2
844,18,4,38,0,6,0
844,12,3,27,0,29,0
844,1,0,29,0,31,2
845,12,3,27,10000,29,0
845,1,0,29,10000,31,2
845,14,3,23,0,7,0
846,14,3,28,0,33,0
847,14,3,28,10000,33,0
847,2,0,44,0,25,2
848,2,0,24,0,31,2
849,2,0,24,10000,31,2
850,17,4,27,10000,28,0
850,6,1,31,10000,32,0
851,17,4,24,0,6,0
851,6,1,43,0,13,0
1319,21,5,23,10000,29,0
1319,20,5,27,10000,33,0
1319,11,2,32,10000,31,0
1320,21,5,32,0,7,0
1320,20,5,36,0,6,0
1320,11,2,42,0,21,0
1320,16,4,30,0,8,0
1320,4,1,44,0,25,0
1321,16,4,29,0,32,0
1321,4,1,27,0,29,0
1321,8,2,27,10000,30,0
1321,22,5,29,10000,34,0
1321,10,2,30,10000,31,0
1321,19,4,17,0,7,0
1322,4,1,27,10000,29,0
1322,16,4,29,10000,32,0
1322,19,4,32,0,31,0
1322,8,2,43,0,25,0
1322,22,5,24,0,5,0
1322,10,2,43,0,11,0
1323,19,4,32,10000,31,0
1323,7,1,42,0,21,0
1323,5,1,44,0,17,0
1324,7,1,28,0,30,0
1324,5,1,26,0,29,0
1324,18,4,38,0,6,0
1325,5,1,26,10000,29,0
1325,7,1,28,10000,30,0
1325,18,4,26,0,32,0
1325,9,2,32,10000,29,0
1326,18,4,26,10000,32,0
1326,9,2,43,0,16,0
1326,23,5,25,10000,33,0
1327,23,5,18,0,6,0
1331,17,4,24,0,6,0
1331,6,1,43,0,13,0
1332,17,4,32,0,33,0
1332,6,1,26,0,30,0
1333,6,1,26,10000,30,0
1333,17,4,32,10000,33,0
1454,30,6,33,10000,33,0
1455,30,6,12,0,17,0
1456,30,6,12,0,17,0
1457,30,6,44,0,20,0
1458,30,6,44,0,20,0
1459,30,6,10,0,14,0
1460,30,6,10,0,14,0
1461,30,6,39,0,7,0
1462,30,6,39,0,7,0
1463,30,6,26,0,31,0
1464,30,6,26,10000,31,0
1510,24,6,25,10000,33,0
1511,24,6,13,0,14,0
1512,24,6,13,0,14,0
1513,24,6,44,0,26,0
1522,24,6,44,0,26,0
1523,24,6,12,0,12,0
1524,24,6,12,0,12,0
1525,24,6,25,0,8,0
1545,31,6,24,10000,31,0
1546,31,6,12,0,20,0
1547,31,6,12,0,20,0
1548,31,6,42,0,13,0
1553,31,6,42,0,13,0
1554,31,6,12,0,22,0
1555,31,6,12,0,22,0
1556,31,6,33,0,8,0
1600,27,6,23,10000,31,0
1601,27,6,12,0,19,0
1602,27,6,12,0,19,0
1603,27,6,43,0,15,0
1608,27,6,43,0,15,0
1609,27,6,9,0,26,0
1611,31,6,33,0,8,0
1612,31,6,29,0,29,0
1613,31,6,29,10000,29,0
1613,27,6,9,0,26,0
1614,27,6,30,0,6,0
1633,27,6,30,0,6,0
1634,27,6,26,0,29,0
1635,27,6,26,10000,29,0
1647,24,6,25,0,8,0
1648,24,6,27,0,32,0
1649,24,6,27,10000,32,0
1728,26,6,27,10000,32,0
1729,26,6,11,0,17,0
1730,26,6,11,0,17,0
1731,26,6,44,0,17,0
1733,34,6,25,10000,34,0
1733,26,6,44,0,17,0
1734,34,6,13,0,11,0
1734,26,6,10,0,21,0
1735,34,6,13,0,11,0
1735,26,6,10,0,21,0
1736,34,6,43,0,24,0
1736,26,6,19,0,5,0
1737,34,6,43,0,24,0
1738,34,6,9,0,20,0
1751,26,6,19,0,5,0
1752,26,6,30,0,30,0
1753,26,6,30,10000,30,0
1753,34,6,9,0,20,0
1754,34,6,18,0,6,0
1789,34,6,18,0,6,0
1790,34,6,29,0,30,0
1791,34,6,29,10000,30,0
1800,15,3,26,10000,33,0
1800,1,0,29,10000,31,2
1800,21,5,32,0,7,0
1800,20,5,36,0,6,0
1800,11,2,42,0,21,0
1801,15,3,19,0,5,0
1801,1,0,43,0,21,2
1801,21,5,27,0,30,0
1801,20,5,31,0,30,0
1801,11,2,24,0,31,0
1802,11,2,24,10000,31,0
1802,21,5,27,10000,30,0
1802,20,5,31,10000,30,0
1802,39,6,30,10000,32,0
1802,22,5,24,0,5,0
1802,8,2,43,0,25,0
1802,10,2,43,0,11,0
1803,12,3,27,10000,29,0
1803,13,3,29,10000,30,0
1803,22,5,24,0,30,0
1803,39,6,13,0,17,0
1803,8,2,28,0,32,0
1803,10,2,28,0,29,0
1804,22,5,24,10000,30,0
1804,8,2,28,10000,32,0
1804,10,2,28,10000,29,0
1804,39,6,13,0,17,0
1804,12,3,39,0,5,0
1804,13,3,31,0,4,0
1805,3,0,24,10000,31,2
1805,39,6,44,0,24,0
1806,2,0,24,10000,31,2
1806,3,0,44,0,25,2
1806,39,6,44,0,24,0
